session,participant,order,target,category,lname,nation,religion,caste,ig_caste,q1,q2,q3
A,9,8,4,1,Kulkarni,Indian,Hindu,GM,gm,0,4,50
A,9,9,24,6,Mirza,Foreign,Muslim,N/A,gm,1,7,70
A,9,10,15,4,Haq,Indian,Muslim,OBC,gm,1,7,40
A,9,11,9,3,Madar,Indian,Hindu,SCST,gm,0,1,40
A,9,12,16,4,Sheikh,Indian,Muslim,OBC,gm,0,4,40
A,9,13,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,40
A,9,14,14,4,Mulla,Indian,Muslim,OBC,gm,1,1,40
A,9,15,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,4,40
A,9,16,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,4,50
A,9,17,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,4,80
A,9,18,6,2,Waghmore,Indian,Hindu,OBC,gm,1,1,70
A,9,19,8,2,Pal,Indian,Hindu,OBC,gm,1,1,50
A,9,20,17,5,Gurung,Foreign,Hindu,N/A,gm,0,4,40
A,9,21,2,1,Joshi,Indian,Hindu,GM,gm,0,7,70
A,9,22,1,1,Desai,Indian,Hindu,GM,gm,1,7,50
A,9,23,13,4,Nadaf,Indian,Muslim,OBC,gm,1,4,70
A,9,24,12,3,Harijan,Indian,Hindu,SCST,gm,1,1,60
A,10,1,7,2,Sambrani,Indian,Hindu,OBC,gm,1,4,50
A,10,2,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,40
A,10,3,18,5,Thapa,Foreign,Hindu,N/A,gm,0,1,30
A,10,4,5,2,Kale,Indian,Hindu,OBC,gm,1,4,30
A,10,5,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,85
A,10,6,22,6,Mir,Foreign,Muslim,N/A,gm,0,1,40
A,10,7,11,3,Wadder,Indian,Hindu,SCST,gm,1,1,30
A,10,8,4,1,Kulkarni,Indian,Hindu,GM,gm,1,7,85
A,10,9,24,6,Mirza,Foreign,Muslim,N/A,gm,0,1,40
A,10,10,15,4,Haq,Indian,Muslim,OBC,gm,1,4,40
A,10,11,9,3,Madar,Indian,Hindu,SCST,gm,1,1,30
A,10,12,16,4,Sheikh,Indian,Muslim,OBC,gm,1,4,40
A,10,13,10,3,Kamble,Indian,Hindu,SCST,gm,1,4,40
A,10,14,14,4,Mulla,Indian,Muslim,OBC,gm,1,1,40
A,10,15,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,1,40
A,10,16,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,30
A,10,17,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,1,20
A,10,18,6,2,Waghmore,Indian,Hindu,OBC,gm,1,4,40
A,10,19,8,2,Pal,Indian,Hindu,OBC,gm,1,4,40
A,10,20,17,5,Gurung,Foreign,Hindu,N/A,gm,0,1,20
A,10,21,2,1,Joshi,Indian,Hindu,GM,gm,0,7,85
A,10,22,1,1,Desai,Indian,Hindu,GM,gm,1,7,85
A,10,23,13,4,Nadaf,Indian,Muslim,OBC,gm,1,4,40
A,10,24,12,3,Harijan,Indian,Hindu,SCST,gm,1,1,40
A,11,1,7,2,Sambrani,Indian,Hindu,OBC,gm,1,4,50
A,11,2,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,40
A,11,3,18,5,Thapa,Foreign,Hindu,N/A,gm,0,1,50
A,11,4,5,2,Kale,Indian,Hindu,OBC,gm,0,4,40
A,11,5,3,1,Deshpande,Indian,Hindu,GM,gm,1,1,30
A,11,6,22,6,Mir,Foreign,Muslim,N/A,gm,1,1,20
A,11,7,11,3,Wadder,Indian,Hindu,SCST,gm,0,7,60
A,11,8,4,1,Kulkarni,Indian,Hindu,GM,gm,0,7,60
A,11,9,24,6,Mirza,Foreign,Muslim,N/A,gm,1,7,60
A,11,10,15,4,Haq,Indian,Muslim,OBC,gm,1,1,20
A,11,11,9,3,Madar,Indian,Hindu,SCST,gm,0,4,40
A,11,12,16,4,Sheikh,Indian,Muslim,OBC,gm,0,4,40
A,11,13,10,3,Kamble,Indian,Hindu,SCST,gm,1,7,70
A,11,14,14,4,Mulla,Indian,Muslim,OBC,gm,1,4,40
A,11,15,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,5,50
A,11,16,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,3,30
A,11,17,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,7,70
A,11,18,6,2,Waghmore,Indian,Hindu,OBC,gm,0,7,40
A,11,19,8,2,Pal,Indian,Hindu,OBC,gm,1,7,70
A,11,20,17,5,Gurung,Foreign,Hindu,N/A,gm,1,4,40
A,11,21,2,1,Joshi,Indian,Hindu,GM,gm,0,5,50
A,11,22,1,1,Desai,Indian,Hindu,GM,gm,0,5,50
A,11,23,13,4,Nadaf,Indian,Muslim,OBC,gm,1,6,60
A,11,24,12,3,Harijan,Indian,Hindu,SCST,gm,1,6,60
A,12,1,7,2,Sambrani,Indian,Hindu,OBC,obc,1,4,50
A,12,2,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,10
A,12,3,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,80
A,12,4,5,2,Kale,Indian,Hindu,OBC,obc,1,7,60
A,12,5,3,1,Deshpande,Indian,Hindu,GM,obc,1,1,10
A,12,6,22,6,Mir,Foreign,Muslim,N/A,obc,1,7,80
A,12,7,11,3,Wadder,Indian,Hindu,SCST,obc,1,4,50
A,12,8,4,1,Kulkarni,Indian,Hindu,GM,obc,1,4,50
A,12,9,24,6,Mirza,Foreign,Muslim,N/A,obc,0,7,NA
A,12,10,15,4,Haq,Indian,Muslim,OBC,obc,1,4,50
A,12,11,9,3,Madar,Indian,Hindu,SCST,obc,1,4,40
A,12,12,16,4,Sheikh,Indian,Muslim,OBC,obc,1,4,50
A,12,13,10,3,Kamble,Indian,Hindu,SCST,obc,1,4,50
A,12,14,14,4,Mulla,Indian,Muslim,OBC,obc,1,7,90
A,12,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,7,40
A,12,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,4,50
A,12,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,7,50
A,12,18,6,2,Waghmore,Indian,Hindu,OBC,obc,1,4,80
A,12,19,8,2,Pal,Indian,Hindu,OBC,obc,1,7,90
A,12,20,17,5,Gurung,Foreign,Hindu,N/A,obc,1,1,40
A,12,21,2,1,Joshi,Indian,Hindu,GM,obc,1,4,80
A,12,22,1,1,Desai,Indian,Hindu,GM,obc,1,4,50
A,12,23,13,4,Nadaf,Indian,Muslim,OBC,obc,0,4,90
A,12,24,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,40
A,13,1,7,2,Sambrani,Indian,Hindu,OBC,obc,0,1,80
A,13,2,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,2
A,13,3,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,11
A,13,4,5,2,Kale,Indian,Hindu,OBC,obc,1,2,80
A,13,5,3,1,Deshpande,Indian,Hindu,GM,obc,0,2,74
A,13,6,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,12
A,13,7,11,3,Wadder,Indian,Hindu,SCST,obc,0,2,80
A,13,8,4,1,Kulkarni,Indian,Hindu,GM,obc,0,1,70
A,13,9,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,50
A,13,10,15,4,Haq,Indian,Muslim,OBC,obc,0,2,50
A,13,11,9,3,Madar,Indian,Hindu,SCST,obc,0,2,70
A,13,12,16,4,Sheikh,Indian,Muslim,OBC,obc,0,2,70
A,13,13,10,3,Kamble,Indian,Hindu,SCST,obc,0,2,80
A,13,14,14,4,Mulla,Indian,Muslim,OBC,obc,0,1,70
A,13,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,40
A,13,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,30
A,13,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,1,30
A,13,18,6,2,Waghmore,Indian,Hindu,OBC,obc,0,2,70
A,13,19,8,2,Pal,Indian,Hindu,OBC,obc,0,2,80
A,13,20,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,70
A,13,21,2,1,Joshi,Indian,Hindu,GM,obc,0,1,70
A,13,22,1,1,Desai,Indian,Hindu,GM,obc,0,2,90
A,13,23,13,4,Nadaf,Indian,Muslim,OBC,obc,0,2,70
A,13,24,12,3,Harijan,Indian,Hindu,SCST,obc,0,2,80
A,14,1,7,2,Sambrani,Indian,Hindu,OBC,obc,1,1,3
A,14,2,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,2
A,14,3,18,5,Thapa,Foreign,Hindu,N/A,obc,0,4,11
A,14,4,5,2,Kale,Indian,Hindu,OBC,obc,1,1,80
A,14,5,3,1,Deshpande,Indian,Hindu,GM,obc,0,1,74
A,14,6,22,6,Mir,Foreign,Muslim,N/A,obc,1,7,NA
A,14,7,11,3,Wadder,Indian,Hindu,SCST,obc,NA,4,12
A,14,8,4,1,Kulkarni,Indian,Hindu,GM,obc,0,1,1
A,14,9,24,6,Mirza,Foreign,Muslim,N/A,obc,1,7,8
A,14,10,15,4,Haq,Indian,Muslim,OBC,obc,1,4,90
A,14,11,9,3,Madar,Indian,Hindu,SCST,obc,1,1,14
A,14,12,16,4,Sheikh,Indian,Muslim,OBC,obc,NA,1,92
A,14,13,10,3,Kamble,Indian,Hindu,SCST,obc,1,4,9
A,14,14,14,4,Mulla,Indian,Muslim,OBC,obc,1,4,8
A,14,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,4,4
A,14,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,5
A,14,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,4,6
A,14,18,6,2,Waghmore,Indian,Hindu,OBC,obc,NA,4,7
A,14,19,8,2,Pal,Indian,Hindu,OBC,obc,1,4,100
A,14,20,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,15
A,14,21,2,1,Joshi,Indian,Hindu,GM,obc,1,4,16
A,14,22,1,1,Desai,Indian,Hindu,GM,obc,1,1,85
A,14,23,13,4,Nadaf,Indian,Muslim,OBC,obc,1,4,75
A,14,24,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,50
A,15,1,7,2,Sambrani,Indian,Hindu,OBC,gm,1,4,50
A,15,2,23,6,Akhand,Foreign,Muslim,N/A,gm,0,1,10
A,15,3,18,5,Thapa,Foreign,Hindu,N/A,gm,1,1,10
A,15,4,5,2,Kale,Indian,Hindu,OBC,gm,1,4,40
A,15,5,3,1,Deshpande,Indian,Hindu,GM,gm,0,7,80
A,15,6,22,6,Mir,Foreign,Muslim,N/A,gm,1,1,10
A,15,7,11,3,Wadder,Indian,Hindu,SCST,gm,1,4,70
A,15,8,4,1,Kulkarni,Indian,Hindu,GM,gm,0,7,90
A,15,9,24,6,Mirza,Foreign,Muslim,N/A,gm,1,1,20
A,15,10,15,4,Haq,Indian,Muslim,OBC,gm,1,4,80
A,15,11,9,3,Madar,Indian,Hindu,SCST,gm,1,4,70
A,15,12,16,4,Sheikh,Indian,Muslim,OBC,gm,1,4,80
A,15,13,10,3,Kamble,Indian,Hindu,SCST,gm,1,4,50
A,15,14,14,4,Mulla,Indian,Muslim,OBC,gm,1,4,70
A,15,15,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,1,20
A,15,16,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,40
A,15,17,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,4,30
A,15,18,6,2,Waghmore,Indian,Hindu,OBC,gm,1,4,70
A,15,19,8,2,Pal,Indian,Hindu,OBC,gm,1,1,60
A,15,20,17,5,Gurung,Foreign,Hindu,N/A,gm,0,7,30
A,15,21,2,1,Joshi,Indian,Hindu,GM,gm,1,1,90
A,15,22,1,1,Desai,Indian,Hindu,GM,gm,1,7,90
A,15,23,13,4,Nadaf,Indian,Muslim,OBC,gm,1,4,70
A,15,24,12,3,Harijan,Indian,Hindu,SCST,gm,1,4,80
A,16,1,7,2,Sambrani,Indian,Hindu,OBC,gm,1,1,1
A,16,2,23,6,Akhand,Foreign,Muslim,N/A,gm,0,NA,80
A,16,3,18,5,Thapa,Foreign,Hindu,N/A,gm,1,1,1
A,16,4,5,2,Kale,Indian,Hindu,OBC,gm,0,1,90
A,16,5,3,1,Deshpande,Indian,Hindu,GM,gm,1,NA,11
A,16,6,22,6,Mir,Foreign,Muslim,N/A,gm,0,1,11
A,16,7,11,3,Wadder,Indian,Hindu,SCST,gm,1,1,12
A,16,8,4,1,Kulkarni,Indian,Hindu,GM,gm,0,NA,1
A,16,9,24,6,Mirza,Foreign,Muslim,N/A,gm,1,1,1
A,16,10,15,4,Haq,Indian,Muslim,OBC,gm,1,1,14
A,16,11,9,3,Madar,Indian,Hindu,SCST,gm,0,2,15
A,16,12,16,4,Sheikh,Indian,Muslim,OBC,gm,1,NA,0
A,16,13,10,3,Kamble,Indian,Hindu,SCST,gm,1,1,11
A,16,14,14,4,Mulla,Indian,Muslim,OBC,gm,0,NA,10
A,16,15,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,1,10
A,16,16,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,NA,11
A,16,17,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,NA,11
A,16,18,6,2,Waghmore,Indian,Hindu,OBC,gm,0,1,11
A,16,19,8,2,Pal,Indian,Hindu,OBC,gm,1,NA,19
A,16,20,17,5,Gurung,Foreign,Hindu,N/A,gm,1,1,0
A,16,21,2,1,Joshi,Indian,Hindu,GM,gm,1,1,10
A,16,22,1,1,Desai,Indian,Hindu,GM,gm,0,NA,1
A,16,23,13,4,Nadaf,Indian,Muslim,OBC,gm,1,1,1
A,16,24,12,3,Harijan,Indian,Hindu,SCST,gm,1,1,1
A,17,1,7,2,Sambrani,Indian,Hindu,OBC,gm,1,1,50
A,17,2,23,6,Akhand,Foreign,Muslim,N/A,gm,0,NA,80
A,17,3,18,5,Thapa,Foreign,Hindu,N/A,gm,0,NA,75
A,17,4,5,2,Kale,Indian,Hindu,OBC,gm,1,1,85
A,17,5,3,1,Deshpande,Indian,Hindu,GM,gm,1,1,100
A,17,6,22,6,Mir,Foreign,Muslim,N/A,gm,0,NA,0
A,17,7,11,3,Wadder,Indian,Hindu,SCST,gm,1,NA,50
A,17,8,4,1,Kulkarni,Indian,Hindu,GM,gm,0,1,100
A,17,9,24,6,Mirza,Foreign,Muslim,N/A,gm,0,NA,1
A,17,10,15,4,Haq,Indian,Muslim,OBC,gm,0,NA,60
A,17,11,9,3,Madar,Indian,Hindu,SCST,gm,0,NA,50
A,17,12,16,4,Sheikh,Indian,Muslim,OBC,gm,0,NA,NA
A,17,13,10,3,Kamble,Indian,Hindu,SCST,gm,0,NA,NA
A,17,14,14,4,Mulla,Indian,Muslim,OBC,gm,0,NA,50
A,17,15,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,NA,1
A,17,16,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,NA,10
A,17,17,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,NA,10
A,17,18,6,2,Waghmore,Indian,Hindu,OBC,gm,NA,NA,99
A,17,19,8,2,Pal,Indian,Hindu,OBC,gm,0,1,100
A,17,20,17,5,Gurung,Foreign,Hindu,N/A,gm,0,1,10
A,17,21,2,1,Joshi,Indian,Hindu,GM,gm,1,NA,100
A,17,22,1,1,Desai,Indian,Hindu,GM,gm,1,1,100
A,17,23,13,4,Nadaf,Indian,Muslim,OBC,gm,0,NA,5
A,17,24,12,3,Harijan,Indian,Hindu,SCST,gm,0,NA,50
A,18,1,7,2,Sambrani,Indian,Hindu,OBC,scst,1,5,80
A,18,2,23,6,Akhand,Foreign,Muslim,N/A,scst,1,1,70
A,18,3,18,5,Thapa,Foreign,Hindu,N/A,scst,1,6,81
A,18,4,5,2,Kale,Indian,Hindu,OBC,scst,1,6,99
A,18,5,3,1,Deshpande,Indian,Hindu,GM,scst,1,6,97
A,18,6,22,6,Mir,Foreign,Muslim,N/A,scst,1,5,80
A,18,7,11,3,Wadder,Indian,Hindu,SCST,scst,1,6,82
A,18,8,4,1,Kulkarni,Indian,Hindu,GM,scst,1,4,87
A,18,9,24,6,Mirza,Foreign,Muslim,N/A,scst,1,6,86
A,18,10,15,4,Haq,Indian,Muslim,OBC,scst,1,5,91
A,18,11,9,3,Madar,Indian,Hindu,SCST,scst,1,6,92
A,18,12,16,4,Sheikh,Indian,Muslim,OBC,scst,1,6,90
A,18,13,10,3,Kamble,Indian,Hindu,SCST,scst,1,6,82
A,18,14,14,4,Mulla,Indian,Muslim,OBC,scst,1,5,85
A,18,15,21,6,Sheikh,Foreign,Muslim,N/A,scst,1,4,87
A,18,16,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,6,88
A,18,17,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,6,88
A,18,18,6,2,Waghmore,Indian,Hindu,OBC,scst,1,5,92
A,18,19,8,2,Pal,Indian,Hindu,OBC,scst,1,6,91
A,18,20,17,5,Gurung,Foreign,Hindu,N/A,scst,1,6,83
A,18,21,2,1,Joshi,Indian,Hindu,GM,scst,1,5,88
A,18,22,1,1,Desai,Indian,Hindu,GM,scst,1,6,90
A,18,23,13,4,Nadaf,Indian,Muslim,OBC,scst,1,4,80
A,18,24,12,3,Harijan,Indian,Hindu,SCST,scst,1,6,87
A,19,1,7,2,Sambrani,Indian,Hindu,OBC,obc,1,6,80
A,19,2,23,6,Akhand,Foreign,Muslim,N/A,obc,1,5,76
A,19,3,18,5,Thapa,Foreign,Hindu,N/A,obc,1,5,78
A,19,4,5,2,Kale,Indian,Hindu,OBC,obc,1,6,80
A,19,5,3,1,Deshpande,Indian,Hindu,GM,obc,1,5,85
A,19,6,22,6,Mir,Foreign,Muslim,N/A,obc,0,5,82
A,19,7,11,3,Wadder,Indian,Hindu,SCST,obc,1,5,89
A,19,8,4,1,Kulkarni,Indian,Hindu,GM,obc,1,5,92
A,19,9,24,6,Mirza,Foreign,Muslim,N/A,obc,1,5,90
A,19,10,15,4,Haq,Indian,Muslim,OBC,obc,0,6,82
A,19,11,9,3,Madar,Indian,Hindu,SCST,obc,1,5,91
A,19,12,16,4,Sheikh,Indian,Muslim,OBC,obc,1,5,50
A,19,13,10,3,Kamble,Indian,Hindu,SCST,obc,1,5,86
A,19,14,14,4,Mulla,Indian,Muslim,OBC,obc,1,5,75
A,19,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,1,5,88
A,19,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,5,78
A,19,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,6,65
A,19,18,6,2,Waghmore,Indian,Hindu,OBC,obc,1,6,69
A,19,19,8,2,Pal,Indian,Hindu,OBC,obc,1,5,72
A,19,20,17,5,Gurung,Foreign,Hindu,N/A,obc,1,5,80
A,19,21,2,1,Joshi,Indian,Hindu,GM,obc,1,5,82
A,19,22,1,1,Desai,Indian,Hindu,GM,obc,1,5,95
A,19,23,13,4,Nadaf,Indian,Muslim,OBC,obc,0,6,82
A,19,24,12,3,Harijan,Indian,Hindu,SCST,obc,1,5,93
A,20,1,7,2,Sambrani,Indian,Hindu,OBC,obc,1,NA,1
A,20,2,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,1
A,20,3,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,0
A,20,4,5,2,Kale,Indian,Hindu,OBC,obc,1,NA,0
A,20,5,3,1,Deshpande,Indian,Hindu,GM,obc,0,1,0
A,20,6,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,1
A,20,7,11,3,Wadder,Indian,Hindu,SCST,obc,1,NA,1
A,20,8,4,1,Kulkarni,Indian,Hindu,GM,obc,1,NA,1
A,20,9,24,6,Mirza,Foreign,Muslim,N/A,obc,1,NA,1
A,20,10,15,4,Haq,Indian,Muslim,OBC,obc,1,1,0
A,20,11,9,3,Madar,Indian,Hindu,SCST,obc,1,1,0
A,20,12,16,4,Sheikh,Indian,Muslim,OBC,obc,0,1,0
A,20,13,10,3,Kamble,Indian,Hindu,SCST,obc,1,1,0
A,20,14,14,4,Mulla,Indian,Muslim,OBC,obc,0,1,0
A,20,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,0
A,20,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,NA,0
A,20,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,1,0
A,20,18,6,2,Waghmore,Indian,Hindu,OBC,obc,1,1,1
A,20,19,8,2,Pal,Indian,Hindu,OBC,obc,1,1,1
A,20,20,17,5,Gurung,Foreign,Hindu,N/A,obc,1,1,1
A,20,21,2,1,Joshi,Indian,Hindu,GM,obc,0,1,1
A,20,22,1,1,Desai,Indian,Hindu,GM,obc,1,NA,1
A,20,23,13,4,Nadaf,Indian,Muslim,OBC,obc,0,NA,0
A,20,24,12,3,Harijan,Indian,Hindu,SCST,obc,1,1,0
A,21,1,7,2,Sambrani,Indian,Hindu,OBC,obc,1,1,70
A,21,2,23,6,Akhand,Foreign,Muslim,N/A,obc,0,4,70
A,21,3,18,5,Thapa,Foreign,Hindu,N/A,obc,1,2,80
A,21,4,5,2,Kale,Indian,Hindu,OBC,obc,1,2,85
A,21,5,3,1,Deshpande,Indian,Hindu,GM,obc,1,2,85
A,21,6,22,6,Mir,Foreign,Muslim,N/A,obc,0,4,70
A,21,7,11,3,Wadder,Indian,Hindu,SCST,obc,0,3,75
A,21,8,4,1,Kulkarni,Indian,Hindu,GM,obc,1,3,70
A,21,9,24,6,Mirza,Foreign,Muslim,N/A,obc,0,2,70
A,21,10,15,4,Haq,Indian,Muslim,OBC,obc,0,2,75
A,21,11,9,3,Madar,Indian,Hindu,SCST,obc,0,3,75
A,21,12,16,4,Sheikh,Indian,Muslim,OBC,obc,0,2,75
A,21,13,10,3,Kamble,Indian,Hindu,SCST,obc,0,3,75
A,21,14,14,4,Mulla,Indian,Muslim,OBC,obc,1,2,75
A,21,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,1,3,75
A,21,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,2,80
A,21,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,2,80
A,21,18,6,2,Waghmore,Indian,Hindu,OBC,obc,1,2,85
A,21,19,8,2,Pal,Indian,Hindu,OBC,obc,1,2,90
A,21,20,17,5,Gurung,Foreign,Hindu,N/A,obc,1,3,85
A,21,21,2,1,Joshi,Indian,Hindu,GM,obc,1,4,85
A,21,22,1,1,Desai,Indian,Hindu,GM,obc,1,2,85
A,21,23,13,4,Nadaf,Indian,Muslim,OBC,obc,1,3,75
A,21,24,12,3,Harijan,Indian,Hindu,SCST,obc,0,4,80
A,23,1,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,95
A,23,2,23,6,Akhand,Foreign,Muslim,N/A,obc,0,1,9
A,23,3,18,5,Thapa,Foreign,Hindu,N/A,obc,0,7,20
A,23,4,5,2,Kale,Indian,Hindu,OBC,obc,1,7,99
A,23,5,3,1,Deshpande,Indian,Hindu,GM,obc,1,7,94
A,23,6,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,5
A,23,7,11,3,Wadder,Indian,Hindu,SCST,obc,0,4,30
A,23,8,4,1,Kulkarni,Indian,Hindu,GM,obc,1,7,90
A,23,9,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,10
A,23,10,15,4,Haq,Indian,Muslim,OBC,obc,1,4,80
A,23,11,9,3,Madar,Indian,Hindu,SCST,obc,0,4,30
A,23,12,16,4,Sheikh,Indian,Muslim,OBC,obc,1,1,70
A,23,13,10,3,Kamble,Indian,Hindu,SCST,obc,0,1,40
A,23,14,14,4,Mulla,Indian,Muslim,OBC,obc,1,4,70
A,23,15,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,10
A,23,16,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,4,20
A,23,17,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,7,30
A,23,18,6,2,Waghmore,Indian,Hindu,OBC,obc,1,7,96
A,23,19,8,2,Pal,Indian,Hindu,OBC,obc,1,7,93
A,23,20,17,5,Gurung,Foreign,Hindu,N/A,obc,0,4,20
A,23,21,2,1,Joshi,Indian,Hindu,GM,obc,1,7,90
A,23,22,1,1,Desai,Indian,Hindu,GM,obc,1,7,92
A,23,23,13,4,Nadaf,Indian,Muslim,OBC,obc,1,7,80
A,23,24,12,3,Harijan,Indian,Hindu,SCST,obc,0,1,3
A,24,1,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,80
A,24,2,23,6,Akhand,Foreign,Muslim,N/A,scst,0,4,60
A,24,3,18,5,Thapa,Foreign,Hindu,N/A,scst,0,7,60
A,24,4,5,2,Kale,Indian,Hindu,OBC,scst,1,7,90
A,24,5,3,1,Deshpande,Indian,Hindu,GM,scst,1,7,90
A,24,6,22,6,Mir,Foreign,Muslim,N/A,scst,0,4,30
A,24,7,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,90
A,24,8,4,1,Kulkarni,Indian,Hindu,GM,scst,1,7,70
A,24,9,24,6,Mirza,Foreign,Muslim,N/A,scst,0,1,30
A,24,10,15,4,Haq,Indian,Muslim,OBC,scst,1,7,80
A,24,11,9,3,Madar,Indian,Hindu,SCST,scst,1,7,80
A,24,12,16,4,Sheikh,Indian,Muslim,OBC,scst,1,7,90
A,24,13,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,90
A,24,14,14,4,Mulla,Indian,Muslim,OBC,scst,1,7,80
A,24,15,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,4,70
A,24,16,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,4,30
A,24,17,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,4,70
A,24,18,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,70
A,24,19,8,2,Pal,Indian,Hindu,OBC,scst,1,7,80
A,24,20,17,5,Gurung,Foreign,Hindu,N/A,scst,0,4,30
A,24,21,2,1,Joshi,Indian,Hindu,GM,scst,1,7,70
A,24,22,1,1,Desai,Indian,Hindu,GM,scst,1,7,95
A,24,23,13,4,Nadaf,Indian,Muslim,OBC,scst,1,7,90
A,24,24,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,90
A,25,1,7,2,Sambrani,Indian,Hindu,OBC,scst,1,2,92
A,25,2,23,6,Akhand,Foreign,Muslim,N/A,scst,0,6,40
A,25,3,18,5,Thapa,Foreign,Hindu,N/A,scst,0,4,50
A,25,4,5,2,Kale,Indian,Hindu,OBC,scst,1,3,90
A,25,5,3,1,Deshpande,Indian,Hindu,GM,scst,1,2,95
A,25,6,22,6,Mir,Foreign,Muslim,N/A,scst,0,6,20
A,25,7,11,3,Wadder,Indian,Hindu,SCST,scst,1,1,95
A,25,8,4,1,Kulkarni,Indian,Hindu,GM,scst,1,2,90
A,25,9,24,6,Mirza,Foreign,Muslim,N/A,scst,0,6,75
A,25,10,15,4,Haq,Indian,Muslim,OBC,scst,0,6,60
A,25,11,9,3,Madar,Indian,Hindu,SCST,scst,1,3,95
A,25,12,16,4,Sheikh,Indian,Muslim,OBC,scst,0,4,95
A,25,13,10,3,Kamble,Indian,Hindu,SCST,scst,1,4,95
A,25,14,14,4,Mulla,Indian,Muslim,OBC,scst,1,4,90
A,25,15,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,4,60
A,25,16,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,4,50
A,25,17,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,3,70
A,25,18,6,2,Waghmore,Indian,Hindu,OBC,scst,1,2,60
A,25,19,8,2,Pal,Indian,Hindu,OBC,scst,1,4,80
